Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PERCEPTION,Year
IR-2-O-OD-U-0363,"Siksha `O` Anusandhan",Bhubaneswar,Odisha,49.59,38,74.34,23.4,66.21,63.07,7.17,2018
IR-2-O-OE-U-0139,"Indian Institute of Technology Gandhinagar",Gandhinagar,Gujarat,49.31,39,73.72,27.29,56.79,60.47,15.9,2018
IR-1-O-O-U-0485,"Tamil Nadu Agricultural University",Coimbatore,Tamil Nadu,49.22,40,78.6,12.99,75.58,54.06,12.07,2018
IR-1-O-O-U-0304,"Homi Bhabha National Institute",Mumbai,Maharashtra,48.98,41,84.14,14.18,70.13,44.74,9.85,2018
IR-2-O-OE-U-0357,"National Institute of Technology Rourkela",Rourkela,Odisha,48.62,42,55.85,41.93,69.73,43.4,9.85,2018
IR-1-O-C-U-0435,"Alagappa University",Karaikudi,Tamil Nadu,48.25,43,65.74,22.27,70.4,53.19,24.5,2018
IR-2-O-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,48.06,44,60.01,35.5,64.06,43.37,22.63,2018
IR-1-O-O-U-0027,"Osmania University",Hyderabad,Telangana,48.02,45,55.09,25.9,93.35,44.69,5.76,2018
IR-1-O-O-U-0056,"Tezpur University",Tezpur,Assam,48,46,66.61,30.54,65.26,47.3,10.82,2018
IR-1-O-O-U-0260,"Kerala University",Thiruvananthapuram,Kerala,47.72,47,65.16,19.8,83.76,47.6,7.17,2018
IR-1-O-O-U-0589,"Visva Bharati",Kolkata,West Bengal,47.62,48,63.49,27.44,72.24,53.87,5.03,2018
IR-1-O-O-U-0331,"Tata Institute of Social Sciences",Mumbai,Maharashtra,47.46,49,68.98,9.77,78.3,71.56,10.18,2018
IR-2-O-EM-I-1480,"Thapar Institute of Engineering and Technology",Patiala,Punjab,47.11,50,58.24,34.97,65.36,57.27,3.55,2018
IR-2-O-OE-U-0355,"Indian Institute of Technology Bhubaneswar",Bhubaneswar,Odisha,47.07,51,70.95,28.14,52.36,59.78,8.87,2018
IR-1-O-O-U-0554,"G. B. Pant Universtiy of Agriculture and Technology",Pantnagar,Uttarakhand,46.56,52,72.14,15.04,75.45,48.16,5.03,2018
IR-1-O-O-U-0262,"Mahatma Gandhi University",Kottayam,Kerala,46.56,52,64.21,22.89,72.84,51.76,6.82,2018
IR-4-O-OEML-U-0476,"Shanmugha Arts Science Technology & Research Academy",Thanjavur,Tamil Nadu,46.33,54,53.44,34.57,64.43,58.95,11.45,2018
IR-1-O-O-U-0377,"Indian Institute of Science Education & Research Mohali",Mohali,Punjab,46.24,55,63.32,21.34,63.29,65.05,16.73,2018
IR-1-O-O-U-0272,"Indian Institute of Science Education & Research Bhopal",Bhopal,Madhya Pradesh,46.17,56,61.55,26.6,62.83,63.71,7.86,2018
IR-2-O-OE-U-0237,"National Institute of Technology Surathkal",Surathkal,Karnataka,46.14,57,52.66,29.51,68.64,51.71,25.85,2018
IR-1-O-O-U-0254,"Indian Institute of Science Education & Research Thiruvananthapuram",Thiruvananthapuram,Kerala,45.97,58,69.8,20.45,59.51,47.58,22.39,2018
IR-2-O-OP-U-0222,"JSS Academy of Higher Education and Research",Mysore,Karnataka,45.76,59,69,17.24,61.89,68.65,6.47,2018
IR-1-O-O-U-0381,"Punjab Agricultural University",Ludhiana,Punjab,45.56,60,80.46,19.35,54.02,42.72,5.4,2018
IR-1-O-O-U-0052,"Gauhati University",Guwahati,Assam,45.44,61,64.91,19.8,74.9,44.44,6.11,2018
IR-3-O-ODP-I-1486,"Sri Ramachandra Medical College and Research Institute",Chennai,Tamil Nadu,45.29,62,76.9,19.5,51.41,55.1,5.76,2018
IR-5-O-OEMDP-U-0473,"SRM Institute of Science and Technology",Chennai,Tamil Nadu,45.17,63,56.87,28.54,64.68,57.57,8.53,2018
IR-3-O-OEM-C-37013,"PSG College of Technology",Coimbatore,Tamil Nadu,44.94,64,62.6,16.92,61.14,49.77,38.71,2018
IR-5-O-OEMLD-U-0356,"Kalinga Institute of Industrial Technology",Bhubaneswar,Odisha,44.81,65,57.32,22.53,69.57,65.94,3.55,2018
IR-5-O-OEMAP-U-0202,"Birla Institute of Technology",Ranchi,Jharkhand,44.71,66,57.73,29.45,61.31,52.43,10.5,2018
IR-1-O-O-U-0329,"Symbiosis International",Pune,Maharashtra,44.62,67,69.88,12.46,60.9,71.23,6.11,2018
IR-4-O-OEMA-U-0474,"Sathyabama Institute of Science and Technology",Chennai,Tamil Nadu,44.34,68,52.38,29.43,65.31,63.14,4.3,2018
IR-2-O-OE-U-0064,"Indian Institute of Technology Patna",Patna,Bihar,44.25,69,67.81,25.42,52.87,49.93,7.17,2018
IR-2-O-OD-I-1441,"Saveetha Institute of Medical and Technical Sciences",Chennai,Tamil Nadu,44,70,65.4,18.67,60.34,63.92,3.17,2018
IR-1-O-O-U-0196,"University of Kashmir",Srinagar,Jammu and Kashmir,43.96,71,62.39,20.08,77.61,36.99,0,2018
IR-1-O-O-U-0642,"Shiv Nadar University",Chithera,Uttar Pradesh,43.68,72,69.21,12.55,60.17,71.18,0,2018
IR-1-O-E-C-16604,"Sri Sivasubramaniya Nadar College of Engineering",Kancheepuram,Tamil Nadu,43.6,73,62.51,20.31,62.21,52.43,10.82,2018
IR-2-O-OE-U-0037,"Sri Venkateswara University",Tirupati,Andhra Pradesh,43.44,74,60.43,25.94,61.66,50.03,2.01,2018
IR-1-O-D-C-45515,"PSG Institute of Medical Sciences & Research",Coimbatore,Tamil Nadu,43.24,75,82.71,2.12,58.65,50.06,10.5,2018
IR-1-O-O-U-0159,"Chaudhary Charan Singh Haryana Agricultural University",Hisar,Haryana,43.21,76,78.3,8.04,65.06,41.03,2.01,2018
IR-3-O-OML-U-0195,"University of Jammu",Jammu Tawi,Jammu and Kashmir,43.19,77,65.22,18.9,69.46,39.44,1.22,2018
IR-2-O-OE-U-0025,"National Institute of Technology Warangal",Warangal,Telangana,43.16,78,56.18,22.73,67.06,54.72,6.11,2018
IR-2-O-OD-I-1110,"Dr. D. Y. Patil Vidyapeeth",Pune,Maharashtra,43.15,79,76.37,8.25,56.74,62.9,1.22,2018
IR-6-O-OEMALP-U-0497,"Amity University",Gautam Budh Nagar,Uttar Pradesh,42.99,80,48.75,30.1,62.95,62.11,5.4,2018
IR-1-O-O-U-0463,"Madurai Kamraj University",Madurai,Tamil Nadu,42.98,81,61.57,28.03,49.87,45.12,16.18,2018
IR-6-O-OEMAPC-N-10,"SVKM`s Narsee Monjee Institute of Management Studies",Mumbai,Maharashtra,42.8,82,65.29,12.61,63.9,65.69,0.81,2018
IR-2-O-EM-U-0020,"Koneru Lakshmaiah Education Foundation University",Vaddeswaram,Andhra Pradesh,42.78,83,65.81,15.23,62.65,59.43,0,2018
IR-1-O-O-U-0225,"KLE Academy of Higher Education and Research",Belagavi,Karnataka,42.76,84,74.67,11.37,50.08,66.52,2.79,2018
IR-1-O-O-U-0246,"University of Agricultural Sciences",Dharwad,Karnataka,42.55,85,73.71,2.64,70.63,54.04,1.22,2018
IR-1-O-O-U-0376,"Guru Nanak Dev University",Amritsar,Punjab,42.36,86,44.09,31.78,70.3,48.22,7.17,2018
IR-3-O-OEM-U-0369,"Pondicherry University",Puducherry,Pondicherry,42.36,86,46.64,26.49,69.92,49.6,14.76,2018
IR-1-O-O-U-0341,"North Eastern Hill University",Shillong,Meghalaya,42.34,88,64.85,13.43,70.21,43.1,5.03,2018
IR-1-O-D-U-0036,"Sri Venkateswara Institute of Medical Sciences",Tirupati,Andhra Pradesh,42.33,89,77.09,3,64.64,53.34,0.41,2018
IR-2-O-OE-U-0507,"Dayalbagh Educational Institute",Agra,Uttar Pradesh,41.95,90,64.14,5.05,69.03,61.36,12.38,2018
IR-4-O-OEMP-U-0389,"Banasthali Vidyapith",Banasthali,Rajasthan,41.88,91,47.08,14.16,82.05,66.66,4.3,2018
IR-1-O-O-U-0487,"Tamil Nadu Veterinary & Animal Sciences University",Chennai,Tamil Nadu,41.73,92,74.76,7.95,58.9,47.51,3.93,2018
IR-1-O-O-I-1361,"Bharati Vidyapeeth",Pune,Maharashtra,41.71,93,58.92,16.06,61.04,55.26,14.76,2018
IR-1-O-O-U-0448,"Bharathidasan University",Tiruchirappalli,Tamil Nadu,41.63,94,57.01,29.21,48.45,34.45,26.3,2018
IR-3-O-OEA-C-26794,"Thiagarajar College of Engineering",Madurai,Tamil Nadu,41.41,95,57.09,19.19,61.91,46.95,14.46,2018
IR-1-O-E-C-41593,"College of Engineering",Pune,Maharashtra,40.74,96,55.86,17.22,62.43,51.12,12.07,2018
IR-1-O-D-C-47762,"Mahatma Gandhi Medical College and Research Institute",Puducherry,Pondicherry,40.72,97,72.43,5.83,50.15,69.66,2.4,2018
IR-1-O-O-U-0121,"Goa University",Goa,Goa,40.66,98,59.83,13.77,66.09,51.58,2.01,2018
IR-1-O-O-U-0253,"Cochin University of Science and Technology",Cochin,Kerala,40.53,99,47.72,24.36,62.94,44.19,18.88,2018
IR-2-O-OE-U-0098,"Delhi Technological University",New Delhi,Delhi,40.52,100,47.77,24.12,62.86,48.83,15.04,2018 
